item_id,source_audio,mat_path,device,start_time,end_time,window_start_s,duration_s,source_dataset,review_status,event_group,matched_annotation_count,labels_json,label_ids,is_background,split,source_label_ids,canonical_label_ids,analysis_label_ids,canonical_schema_version,clip,filename,begin_s,end_s,begin_time_s,end_time_s,expected_mat_name,species,species_code,call_type,call_type_std,call_type_raw,low_frequency_hz,high_frequency_hz,source_row_id,source_provider,source_dataset_raw,source_soundfile,source_class_species,canonical_species,canonical_call_type,dclde_ecotype,dclde_annotation_level,dclde_kw,dclde_kw_certain,gcs_object,gcs_uri,https_url,negative_bucket,context_tags
ballenyislands2015__2015-08-26T02-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-08-26T02-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-08-26T02-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-08-26T02-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-08-26T02-00-00_000.wav,2015-08-26T02-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-08-26T02-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-08-27T20-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-08-27T20-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-08-27T20-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-08-27T20-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-08-27T20-00-00_000.wav,2015-08-27T20-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-08-27T20-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-08-29T15-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-08-29T15-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-08-29T15-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-08-29T15-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-08-29T15-00-00_000.wav,2015-08-29T15-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-08-29T15-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-08-31T09-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-08-31T09-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-08-31T09-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-08-31T09-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-08-31T09-00-00_000.wav,2015-08-31T09-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-08-31T09-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-02T04-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-02T04-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-02T04-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-02T04-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-09-02T04-00-00_000.wav,2015-09-02T04-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-02T04-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-03T22-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-03T22-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-03T22-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-03T22-00-00_000.wav:background:130.000,,[],,1,val,,,,weekend-canonical-v1,ballenyislands2015__2015-09-03T22-00-00_000.wav,2015-09-03T22-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-03T22-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-05T16-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-05T16-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-05T16-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-05T16-00-00_000.wav:background:130.000,,[],,1,val,,,,weekend-canonical-v1,ballenyislands2015__2015-09-05T16-00-00_000.wav,2015-09-05T16-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-05T16-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-07T11-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-07T11-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-07T11-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-07T11-00-00_000.wav:background:130.000,,[],,1,val,,,,weekend-canonical-v1,ballenyislands2015__2015-09-07T11-00-00_000.wav,2015-09-07T11-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-07T11-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-09T05-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-09T05-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-09T05-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-09T05-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-09-09T05-00-00_000.wav,2015-09-09T05-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-09T05-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-10T23-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-10T23-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-10T23-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-10T23-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-09-10T23-00-00_000.wav,2015-09-10T23-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-10T23-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-12T18-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-12T18-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-12T18-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-12T18-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-09-12T18-00-00_000.wav,2015-09-12T18-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-12T18-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-14T12-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-14T12-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-14T12-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-14T12-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-09-14T12-00-00_000.wav,2015-09-14T12-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-14T12-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-16T06-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-16T06-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-16T06-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-16T06-00-00_000.wav:background:130.000,,[],,1,test,,,,weekend-canonical-v1,ballenyislands2015__2015-09-16T06-00-00_000.wav,2015-09-16T06-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-16T06-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-21T14-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-21T14-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-21T14-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-21T14-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-09-21T14-00-00_000.wav,2015-09-21T14-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-21T14-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-23T08-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-23T08-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-23T08-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-23T08-00-00_000.wav:background:130.000,,[],,1,val,,,,weekend-canonical-v1,ballenyislands2015__2015-09-23T08-00-00_000.wav,2015-09-23T08-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-23T08-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-25T02-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-25T02-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-25T02-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-25T02-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-09-25T02-00-00_000.wav,2015-09-25T02-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-25T02-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-26T21-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-26T21-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-26T21-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-26T21-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-09-26T21-00-00_000.wav,2015-09-26T21-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-26T21-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-28T15-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-28T15-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-28T15-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-28T15-00-00_000.wav:background:130.000,,[],,1,val,,,,weekend-canonical-v1,ballenyislands2015__2015-09-28T15-00-00_000.wav,2015-09-28T15-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-28T15-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-09-30T09-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-09-30T09-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-09-30T09-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-09-30T09-00-00_000.wav:background:130.000,,[],,1,val,,,,weekend-canonical-v1,ballenyislands2015__2015-09-30T09-00-00_000.wav,2015-09-30T09-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-09-30T09-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-10-02T04-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-10-02T04-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-10-02T04-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-10-02T04-00-00_000.wav:background:130.000,,[],,1,val,,,,weekend-canonical-v1,ballenyislands2015__2015-10-02T04-00-00_000.wav,2015-10-02T04-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-10-02T04-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-10-03T22-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-10-03T22-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-10-03T22-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-10-03T22-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-10-03T22-00-00_000.wav,2015-10-03T22-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-10-03T22-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-10-07T11-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-10-07T11-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-10-07T11-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-10-07T11-00-00_000.wav:background:130.000,,[],,1,test,,,,weekend-canonical-v1,ballenyislands2015__2015-10-07T11-00-00_000.wav,2015-10-07T11-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-10-07T11-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-10-09T05-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-10-09T05-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-10-09T05-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-10-09T05-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-10-09T05-00-00_000.wav,2015-10-09T05-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-10-09T05-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-10-12T18-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-10-12T18-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-10-12T18-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-10-12T18-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-10-12T18-00-00_000.wav,2015-10-12T18-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-10-12T18-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-10-14T12-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-10-14T12-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-10-14T12-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-10-14T12-00-00_000.wav:background:130.000,,[],,1,test,,,,weekend-canonical-v1,ballenyislands2015__2015-10-14T12-00-00_000.wav,2015-10-14T12-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-10-14T12-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-10-16T07-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-10-16T07-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-10-16T07-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-10-16T07-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-10-16T07-00-00_000.wav,2015-10-16T07-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-10-16T07-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-10-21T14-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-10-21T14-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-10-21T14-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-10-21T14-00-00_000.wav:background:130.000,,[],,1,val,,,,weekend-canonical-v1,ballenyislands2015__2015-10-21T14-00-00_000.wav,2015-10-21T14-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-10-21T14-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
ballenyislands2015__2015-10-23T08-00-00_000.wav_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/2015-10-23T08-00-00_000.wav,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/biodcase_task2_prep_train50_resume_20260501T182239Z/mat_files/ballenyislands2015__2015-10-23T08-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,130.000000,40.000000,ballenyislands2015,reviewed_background,ballenyislands2015:2015-10-23T08-00-00_000.wav:background:130.000,,[],,1,train,,,,weekend-canonical-v1,ballenyislands2015__2015-10-23T08-00-00_000.wav,2015-10-23T08-00-00_000.wav,130.000000,170.000000,130.000000,170.000000,ballenyislands2015__2015-10-23T08-00-00_000.wav_130.0s_170.0s_trainstyle.mat,,,,,,,,,,,,,,,,,,,,,,external_source_gap,
