item_id,source_audio,mat_path,device,start_time,end_time,window_start_s,duration_s,source_dataset,review_status,event_group,matched_annotation_count,labels_json,label_ids,is_background,split,source_label_ids,canonical_label_ids,analysis_label_ids,canonical_schema_version,clip,filename,begin_s,end_s,begin_time_s,end_time_s,expected_mat_name,species,species_code,call_type,call_type_std,call_type_raw,low_frequency_hz,high_frequency_hz,source_row_id,source_provider,source_dataset_raw,source_soundfile,source_class_species,canonical_species,canonical_call_type,dclde_ecotype,dclde_annotation_level,dclde_kw,dclde_kw_certain,gcs_object,gcs_uri,https_url,negative_bucket,context_tags,source_kind
ICLISTENHF6016_20250620T000000.000Z-LPF.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250620T000000.000Z-LPF.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250620T000000.000Z-LPF.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-06-20T00:02:10+00:00,2025-06-20T00:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250620T000000.000Z-LPF.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250620T040000.000Z-LPF.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250620T040000.000Z-LPF.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250620T040000.000Z-LPF.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-06-20T04:02:10+00:00,2025-06-20T04:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250620T040000.000Z-LPF.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250620T070000.000Z-LPF.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250620T070000.000Z-LPF.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250620T070000.000Z-LPF.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-06-20T07:02:10+00:00,2025-06-20T07:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250620T070000.000Z-LPF.flac:130.000,0,[],,1,val,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250620T100000.000Z-LPF.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250620T100000.000Z-LPF.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250620T100000.000Z-LPF.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-06-20T10:02:10+00:00,2025-06-20T10:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250620T100000.000Z-LPF.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250620T160000.000Z-LPF.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250620T160000.000Z-LPF.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250620T160000.000Z-LPF.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-06-20T16:02:10+00:00,2025-06-20T16:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250620T160000.000Z-LPF.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250620T190000.000Z-LPF.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250620T190000.000Z-LPF.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250620T190000.000Z-LPF.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-06-20T19:02:10+00:00,2025-06-20T19:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250620T190000.000Z-LPF.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250620T230000.000Z-LPF.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250620T230000.000Z-LPF.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250620T230000.000Z-LPF.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-06-20T23:02:10+00:00,2025-06-20T23:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250620T230000.000Z-LPF.flac:130.000,0,[],,1,test,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250630T000000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250630T000000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250630T000000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-06-30T00:02:10+00:00,2025-06-30T00:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250630T000000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250630T180000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250630T180000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250630T180000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-06-30T18:02:10+00:00,2025-06-30T18:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250630T180000.000Z.flac:130.000,0,[],,1,val,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250705T000000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250705T000000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250705T000000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-05T00:02:10+00:00,2025-07-05T00:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250705T000000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250705T030000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250705T030000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250705T030000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-05T03:02:10+00:00,2025-07-05T03:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250705T030000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250705T070000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250705T070000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250705T070000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-05T07:02:10+00:00,2025-07-05T07:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250705T070000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250715T070000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T070000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250715T070000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-15T07:02:10+00:00,2025-07-15T07:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250715T070000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250715T150000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T150000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250715T150000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-15T15:02:10+00:00,2025-07-15T15:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250715T150000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250715T190000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T190000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250715T190000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-15T19:02:10+00:00,2025-07-15T19:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250715T190000.000Z.flac:130.000,0,[],,1,val,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250720T030000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250720T030000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250720T030000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-20T03:02:10+00:00,2025-07-20T03:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250720T030000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250725T090000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250725T090000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250725T090000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-25T09:02:10+00:00,2025-07-25T09:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250725T090000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250725T130000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250725T130000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250725T130000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-25T13:02:10+00:00,2025-07-25T13:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250725T130000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250725T160000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250725T160000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250725T160000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-25T16:02:10+00:00,2025-07-25T16:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250725T160000.000Z.flac:130.000,0,[],,1,val,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250725T180000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250725T180000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250725T180000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-25T18:02:10+00:00,2025-07-25T18:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250725T180000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250725T210000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250725T210000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250725T210000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-25T21:02:10+00:00,2025-07-25T21:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250725T210000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250730T080000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250730T080000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250730T080000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-30T08:02:10+00:00,2025-07-30T08:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250730T080000.000Z.flac:130.000,0,[],,1,test,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250730T170000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250730T170000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250730T170000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-30T17:02:10+00:00,2025-07-30T17:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250730T170000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250730T200000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250730T200000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250730T200000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-07-30T20:02:10+00:00,2025-07-30T20:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250730T200000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250815T000000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250815T000000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250815T000000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-08-15T00:02:10+00:00,2025-08-15T00:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250815T000000.000Z.flac:130.000,0,[],,1,test,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250815T040000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250815T040000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250815T040000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-08-15T04:02:10+00:00,2025-08-15T04:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250815T040000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250815T110000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250815T110000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250815T110000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-08-15T11:02:10+00:00,2025-08-15T11:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250815T110000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250815T130000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250815T130000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250815T130000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-08-15T13:02:10+00:00,2025-08-15T13:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250815T130000.000Z.flac:130.000,0,[],,1,val,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250815T170000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250815T170000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250815T170000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-08-15T17:02:10+00:00,2025-08-15T17:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250815T170000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
ICLISTENHF6016_20250825T140000.000Z.flac_130.0s_170.0s_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250825T140000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250825T140000.000Z.flac_130.0s_170.0s_trainstyle.mat,ICLISTENHF6016,2025-08-25T14:02:10+00:00,2025-08-25T14:02:50+00:00,130.000000,40.000000,final2025_part2_multispecies_tiny_trainstyle,unreviewed,ICLISTENHF6016_20250825T140000.000Z.flac:130.000,0,[],,1,train,,,,weekend-canonical-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous_hard_negative,,ONC
